n,ratio
386,1.25184745098039
387,1.25477519607843
388,1.25007582352941
389,1.25290838235294
390,1.25085273529412
391,1.25438806862745
392,1.25345450980392
393,1.2541227254902
394,1.25121410784314
395,1.25962980392157
396,1.25057357843137
397,1.25066453921569
398,1.24710923529412
399,1.255007
400,1.25329282352941
401,1.24844490196078
402,1.25373146078431
403,1.25077214705882
404,1.25420701960784
405,1.24765581372549
406,1.24610448039216
407,1.25019142156863
408,1.2481715
409,1.25410723529412
410,1.26048594117647
411,1.24093604901961
412,1.25532053921569
413,1.24962507843137
414,1.25777004901961
415,1.25685846078431
416,1.25780117647059
417,1.25110451960784
418,1.24922340196078
419,1.25350842156863
420,1.24994548039216
421,1.25322069607843
422,1.24925416666667
423,1.25163959803922
424,1.25132669607843
425,1.2443922254902
426,1.25128620588235
427,1.25925164705882
428,1.24911332352941
429,1.25452923529412
430,1.2509793627451
431,1.25546189215686
432,1.25067358823529
433,1.25101978431373
434,1.2515867254902
435,1.25023733333333
436,1.25172399019608
437,1.2574727745098
438,1.25527795098039
439,1.25303895098039
440,1.248692
441,1.25239707843137
442,1.25220719607843
443,1.25672774509804
444,1.24650905882353
445,1.25191354901961
446,1.24841957843137
447,1.2510092254902
448,1.24874459803922
449,1.25659011764706
450,1.25478210784314
451,1.25036111764706
452,1.2500091372549
453,1.25074118627451
454,1.25506947058824
455,1.25219398039216
456,1.2489305
457,1.24972614705882
458,1.25277630392157
459,1.25088940196078
460,1.25088967647059
461,1.25333721568627
462,1.25918104901961
463,1.25622337254902
464,1.25194094117647
465,1.25578919607843
466,1.25322374509804
467,1.25370053921569
468,1.25085407843137
469,1.25429885294118
470,1.25498912745098
471,1.25443246078431
472,1.25099892156863
473,1.25196676470588
474,1.25271294117647
475,1.26019790196078
476,1.24873058823529
477,1.2484002254902
478,1.24947914705882
479,1.25221546078431
480,1.25141592156863
481,1.2545447254902
482,1.25212191176471
483,1.25760954901961
484,1.2555667745098
485,1.2521898627451
486,1.25563481372549
487,1.25522980392157
488,1.24905694117647
489,1.25299692156863
490,1.25271331372549
491,1.25110615686275
492,1.25034090196078
493,1.25334628431373
494,1.25355692156863
495,1.25191850980392
496,1.25146937254902
497,1.2530748627451
498,1.25285668627451
499,1.25445688235294
500,1.25540514705882
501,1.25538489215686
502,1.24954766666667
503,1.25712724509804
504,1.25305635294118
505,1.24825101960784
506,1.25314150980392
507,1.25807438235294
508,1.24655483333333
509,1.25428790196078
510,1.25695392156863
511,1.25263292156863
512,1.25317147058824
513,1.25152145098039
514,1.25202610784314
515,1.25201557843137
516,1.24725678431373
517,1.25527950980392
518,1.25591252941176
519,1.2523623627451
520,1.25013940196078
521,1.25915806862745
522,1.25346249019608
523,1.25376466666667
524,1.25399052941176
525,1.25205461764706
526,1.24951067647059
527,1.25566958823529
528,1.25462554901961
529,1.25111762745098
530,1.25624832352941
531,1.25250355882353
532,1.2604455
533,1.2503735
534,1.24304671568627
535,1.25378017647059
536,1.25180196078431
537,1.25128853921569
538,1.25065151960784
539,1.25197892156863
540,1.25411805882353
541,1.25727050980392
542,1.25502502941176
543,1.25344946078431
544,1.25370903921569
545,1.25922202941176
546,1.25120800980392
547,1.25556041176471
548,1.25973394117647
549,1.25248184313725
550,1.25353052941176
551,1.26060195098039
552,1.24759525490196
553,1.24897820588235
554,1.25405347058824
555,1.24997779411765
556,1.25697215686274
557,1.25923859803922
558,1.25708540196078
559,1.25824958823529
560,1.2492292254902
561,1.25120357843137
562,1.25505037254902
563,1.24621904901961
564,1.25368058823529
565,1.25397283333333
566,1.25169369607843
567,1.24440550980392
568,1.2595892254902
569,1.25996851960784
570,1.24770243137255
571,1.25410709803922
572,1.25939101960784
573,1.25179523529412
574,1.25435011764706
575,1.25377561764706
576,1.25482079411765
577,1.24744921568627
578,1.25539961764706
579,1.24502603921569
580,1.25238223529412
581,1.25167298039216
582,1.25715093137255
583,1.25429768627451
584,1.25774749019608
585,1.25319540196078
586,1.24662978431373
587,1.25471409803922
588,1.24399416666667
589,1.25333116666667
590,1.25403246078431
591,1.25057019607843
592,1.25395058823529
593,1.2572316372549
594,1.25387667647059
595,1.25165371568627
596,1.25452056862745
597,1.25425941176471
598,1.2486636372549
599,1.25758131372549
600,1.25291974509804
601,1.25468797058824
602,1.25718373529412
603,1.25422769607843
604,1.25024680392157
605,1.25426891176471
606,1.25955175490196
607,1.25561175490196
608,1.24496200980392
609,1.25081102941176
610,1.25797438235294
611,1.24916540196078
612,1.25737010784314
613,1.2537555
614,1.25485165686275
615,1.24923515686275
616,1.25126623529412
617,1.24937214705882
618,1.25211317647059
619,1.25458889215686
620,1.2517277254902
621,1.25764385294118
622,1.25869143137255
623,1.2553185
624,1.25245123529412
625,1.24770483333333
626,1.24972307843137
627,1.25564902941176
628,1.248523
629,1.25097685294118
630,1.25715576470588
631,1.25934800980392
632,1.26228947058824
633,1.25078717647059
634,1.2555512254902
635,1.25541241176471
636,1.25379857843137
637,1.25637045098039
638,1.25033798039216
639,1.25588135294118
640,1.25253132352941
641,1.25922884313725
642,1.25325249019608
643,1.25232406862745
644,1.24800111764706
645,1.25601587254902
646,1.24965198039216
647,1.25126062745098
648,1.25112261764706
649,1.25577992156863
650,1.25897156862745
651,1.26076353921569
652,1.25411646078431
653,1.25999701960784
654,1.25072609803922
655,1.26040562745098
656,1.2524812745098
657,1.24772295098039
658,1.25857970588235
659,1.25358394117647
660,1.24954353921569
661,1.25329789215686
662,1.25294643137255
663,1.2572392745098
664,1.25385134313725
665,1.25441133333333
666,1.25068829411765
667,1.25058564705882
668,1.25563257843137
669,1.25559560784314
670,1.25273662745098
671,1.26027968627451
672,1.24695199019608
673,1.25474742156863
674,1.2526483627451
675,1.25487851960784
676,1.25806531372549
677,1.248275
678,1.24995858823529
679,1.25169748039216
680,1.25510612745098
681,1.25637743137255
682,1.25447540196078
683,1.24948464705882
684,1.25530906862745
685,1.25198396078431
686,1.25424980392157
687,1.25909574509804
688,1.25143517647059
689,1.24857910784314
690,1.24940756862745
691,1.25151868627451
692,1.25643965686275
693,1.2554803627451
694,1.25150738235294
695,1.24953110784314
696,1.24965287254902
697,1.25725880392157
698,1.24539218627451
699,1.25317679411765
700,1.25180235294118
701,1.25389246078431
702,1.25814629411765
703,1.24924789215686
704,1.25855621568627
705,1.26021812745098
706,1.25622491176471
707,1.25645800980392
708,1.25206934313725
709,1.24425528431373
710,1.25635293137255
711,1.25062438235294
712,1.24991803921569
713,1.25651305882353
714,1.25245276470588
715,1.25544200980392
716,1.25819460784314
717,1.24755752941176
718,1.25265740196078
719,1.2480991372549
720,1.25286401960784
721,1.24719258823529
722,1.25013257843137
723,1.24956135294118
724,1.25895803921569
725,1.24632294117647
726,1.24272974509804
727,1.25172932352941
728,1.25779789215686
729,1.26047085294118
730,1.26021512745098
731,1.25605389215686
732,1.25141074509804
733,1.25829341176471
734,1.25842403921569
735,1.24753807843137
736,1.25601370588235
737,1.25513821568627
738,1.24715255882353
739,1.2530466372549
740,1.25126916666667
741,1.25046358823529
742,1.25059198039216
743,1.25252566666667
744,1.2590781372549
745,1.24826815686275
746,1.25509596078431
747,1.24797817647059
748,1.24976796078431
749,1.25066060784314
750,1.25323404901961
751,1.2567872254902
752,1.26001321568627
753,1.24865171568627
754,1.25462057843137
755,1.25572896078431
756,1.24768158823529
757,1.25656737254902
758,1.25088201960784
759,1.25416847058824
760,1.25364275490196
761,1.25187350980392
762,1.25073568627451
763,1.24579535294118
764,1.25668819607843
765,1.25641973529412
766,1.25411789215686
767,1.25692389215686
768,1.25809609803922
769,1.25291961764706
770,1.2511117254902
771,1.26484006862745
772,1.2491898627451
773,1.25586956862745
774,1.24324398039216
775,1.25598055882353
776,1.25376540196078
777,1.25308199019608
778,1.25272571568627
779,1.25980847058824
780,1.25182099019608
781,1.24149482352941
782,1.24833269607843
783,1.25449095098039
784,1.24578092156863
785,1.25644633333333
786,1.24938182352941
787,1.24982441176471
788,1.25235694117647
789,1.24860292156863
790,1.25652204901961
791,1.25785366666667
792,1.24878818627451
793,1.25524652941176
794,1.25065950980392
795,1.25226870588235
796,1.25133592156863
797,1.25421135294118
798,1.25594988235294
799,1.25219215686274
800,1.25902548039216
801,1.25968580392157
802,1.25685580392157
803,1.24788641176471
804,1.25764198039216
805,1.25150729411765
806,1.2503762254902
807,1.25340880392157
808,1.24576053921569
809,1.25487230392157
810,1.2451872745098
811,1.25441643137255
812,1.2489546372549
813,1.24824843137255
814,1.2517051372549
815,1.2587132745098
816,1.25038626470588
817,1.25329934313725
818,1.25024475490196
819,1.25985231372549
820,1.24790232352941
821,1.25354768627451
822,1.24930252941176
823,1.25675893137255
824,1.25615934313725
825,1.24593649019608
826,1.25784856862745
827,1.25480661764706
828,1.25394180392157
829,1.24727603921569
830,1.25057561764706
831,1.25618214705882
832,1.25197176470588
833,1.26126251960784
834,1.25644181372549
835,1.25702191176471
836,1.24502766666667
837,1.25977201960784
838,1.25212005882353
839,1.25888682352941
840,1.24260216666667
841,1.25212904901961
842,1.2575867745098
843,1.25977759803922
844,1.24956853921569
845,1.25658350980392
846,1.25505337254902
847,1.26086187254902
848,1.25143830392157
849,1.25376291176471
850,1.24720831372549
851,1.26252345098039
852,1.25302112745098
853,1.25223382352941
854,1.25871354901961
855,1.26005997058824
856,1.24869076470588
857,1.2513541372549
858,1.24712648039216
859,1.25426465686275
860,1.25036271568627
861,1.25075968627451
862,1.25423094117647
863,1.25205180392157
864,1.25730547058824
865,1.24860207843137
866,1.255329
867,1.24920974509804
868,1.25220958823529
869,1.2572336372549
870,1.25327820588235
871,1.25241129411765
872,1.25539447058824
873,1.2531915
874,1.24909108823529
875,1.25394374509804
876,1.25431584313725
877,1.259622
878,1.25152725490196
879,1.24836459803922
880,1.25824695098039
881,1.25943450980392
882,1.25446140196078
883,1.26503724509804
884,1.25679326470588
885,1.26044119607843
886,1.25260051960784
887,1.2547056372549
888,1.25019053921569
889,1.25329494117647
890,1.25479145098039
891,1.25719985294118
892,1.24994596078431
893,1.2533365
894,1.25872917647059
895,1.25579769607843
896,1.25148969607843
897,1.25031535294118
898,1.24856891176471
899,1.26133428431373
900,1.24700124509804
901,1.25008454901961
902,1.25676605882353
903,1.25279669607843
904,1.25247956862745
905,1.25420135294118
906,1.24824147058824
907,1.25131449019608
908,1.2587337254902
909,1.2527258627451
910,1.25240223529412
911,1.25344373529412
912,1.25707293137255
913,1.24394341176471
914,1.2525611372549
915,1.25683564705882
916,1.25279421568627
917,1.2546911372549
918,1.25566918627451
919,1.25317730392157
920,1.2588306372549
921,1.25124581372549
922,1.25461856862745
923,1.25662139215686
924,1.25405428431373
925,1.25375621568627
926,1.24995398039216
927,1.253308
928,1.24835189215686
929,1.25464550980392
930,1.24868678431373
931,1.25579498039216
932,1.24849191176471
933,1.25292210784314
934,1.25283166666667
935,1.2428121372549
936,1.25565503921569
937,1.25030446078431
938,1.25815330392157
939,1.25475323529412
940,1.25027082352941
941,1.25504069607843
942,1.25318710784314
943,1.25229714705882
944,1.25478224509804
945,1.25014155882353
946,1.25122954901961
947,1.25608347058824
948,1.25350215686275
949,1.25359650980392
950,1.25775633333333
951,1.25505901960784
952,1.25039210784314
953,1.2549041372549
954,1.25036071568627
955,1.25236217647059
956,1.25134989215686
957,1.2550521372549
958,1.25007625490196
959,1.25734690196078
960,1.25406624509804
961,1.25569104901961
962,1.25393478431373
963,1.26436750980392
964,1.25401824509804
965,1.24707106862745
966,1.25071814705882
967,1.25147060784314
968,1.26403709803922
969,1.2526558627451
970,1.2504292254902
971,1.25210592156863
972,1.25730734313726
973,1.25746993137255
974,1.25167231372549
975,1.25139016666667
976,1.25429990196078
977,1.25671339215686
978,1.25489243137255
979,1.25763858823529
980,1.25486733333333
981,1.25912853921569
982,1.249147
983,1.25726850980392
984,1.25097101960784
985,1.25466074509804
986,1.25179561764706
987,1.25486130392157
988,1.26005704901961
989,1.25353373529412
990,1.25704498039216
991,1.25113258823529
992,1.25065541176471
993,1.25746605882353
994,1.24961949019608
995,1.25140268627451
996,1.25351237254902
997,1.24816040196078
998,1.2564877745098
999,1.24809575490196
1000,1.25362911764706
